pub_id,doi,isbn,doc_type,authors,authors_clean,pub_year,title,source,volume,issue,pages,openalex_id,editor,location,edition,publisher,author_id
1000,https://doi.org/10.1186/s13643-020-01503-6,,Article,Kendra L. Rieger; Sarah Gazan; Marlyn Bennett; Mandy Buss; Anna M. Chudyk; Lillian Cook; Sherry Copenace; Cindy Garson; Thomas F. Hack; Bobbie Hornan; Tara C. Horrill; Mabel Horton; Sandra Howard; Janice Linton; Donna Martin; Kim McPherson; Jennifer Moore Rattray; Wanda Phillips-Beck; Rebecca Sinclair; Annette S.H. Schultz,,2020,Elevating the uses of storytelling approaches within Indigenous health research: a critical and participatory scoping review protocol involving Indigenous people and settlers,Systematic Reviews,9,1,09-Jan,https://openalex.org/W3095113738,,,,Springer Science+Business Media,1176
575,https://doi.org/10.1089/tmj.2013.0298,,Article,YeXibiao; BapujiSunita Bayyavarapu; WintersShannon; MetgeColleen; RaynardMellissa,,2014,Quality and Methodological Challenges in Internet-Based Mental Health Trials,Telemedicine Journal and E-health,33,2,131-142,https://openalex.org/W283696160,,,,"Mary Ann Liebert, Inc.",1193
1020,https://doi.org/10.1300/J101v17n33_12,,Article,Denise Koufogiannakis; Pam Ryan; Susan Dahl,,2005,Just Another Format,The Acquisitions Librarian,,,,https://openalex.org/W1508965235,,,,Informa,1499
2192,https://doi.org/10.1177/056943457602000117,,Article,Tadiboyina Venkateswarlu,,1976,A Bibliographic Survey of Course Reading Lists in Urban Economics at Canadian and United States Universities,The American economist,20,1,78-87,https://openalex.org/W2328491531,,,,SAGE Publishing,935
2193,https://doi.org/10.1177/056943457702100117,,Article,Tadiboyina Venkateswarlu,,1977,A Bibliographic Survey of Health Economics Reading Materials in American and Canadian Universities,The American economist,21,1,76-85,https://openalex.org/W2315866749,,,,SAGE Publishing,935
2194,https://doi.org/10.1177/056943457802200213,,Article,Tadiboyina Venkateswarlu,,1978,A Survey of Microeconomics Reading Materials in Universities in Canada and the United States: Bibliography,The American economist,22,2,77-80,https://openalex.org/W2325616922,,,,SAGE Publishing,935
2195,https://doi.org/10.1177/056943458202600115,,Article,Tadiboyina Venkateswarlu,,1982,A Survey of Macroeconomics Course Reading Materials in Universities in Canada and the United States of America,The American economist,26,1,77-81,https://openalex.org/W2332477846,,,,SAGE Publishing,935
2196,https://doi.org/10.1177/056943458202600215,,Article,Tadiboyina Venkateswarlu,,1982,A Survey of Course Reading Materials in Economics of Developing Countries in Universities in Canada and the United States of America,The American economist,26,2,71-75,https://openalex.org/W2317992557,,,,SAGE Publishing,935
2197,https://doi.org/10.1177/056943458603000114,,Article,Tadiboyina Venkateswarlu,,1986,Labor Economics: Survey of Course Outlines in Universities in Canada and the United States of America,The American economist,30,1,78-85,https://openalex.org/W2320595553,,,,SAGE Publishing,935
2198,https://doi.org/10.1177/056943458603000210,,Article,Tadiboyina Venkateswarlu,,1986,Public Finance: Survey of Course Reading Materials in Academic Institutions,The American economist,30,2,62-68,https://openalex.org/W2315542856,,,,SAGE Publishing,935
2199,https://doi.org/10.1177/056943458703100111,,Article,Tadiboyina Venkateswarlu,,1987,International Economics: Survey of Course Reading Materials in Universities in Canada and the United States of America,The American economist,31,1,66-71,https://openalex.org/W2322333313,,,,SAGE Publishing,935
2200,https://doi.org/10.1177/056943458803200114,,Article,Tadiboyina Venkateswarlu,,1988,Econometrics: Survey of Course Reading Materials in Universities in Canada and the United States,The American economist,32,1,80-84,https://openalex.org/W2327631780,,,,SAGE Publishing,935
2201,https://doi.org/10.1177/056943458803200214,,Article,Tadiboyina Venkateswarlu,,1988,Mathematical Economics: Survey of Reading Materials in Universities in Canada and the United States,The American economist,32,2,79-83,https://openalex.org/W2318277442,,,,SAGE Publishing,935
2202,https://doi.org/10.1177/056943458903300211,,Article,Tadiboyina Venkateswarlu,,1989,History of Economic Thought: Survey of Course Outlines in Universities in Canada and the United States of America,The American economist,33,2,71-76,https://openalex.org/W2325183220,,,,SAGE Publishing,935
2203,https://doi.org/10.1177/056943459303700114,,Article,Tadiboyina Venkateswarlu,,1993,Industrial Organization: Survey of Reading Materials in Universities in Canada and the United States,The American economist,37,1,84-90,https://openalex.org/W2326319354,,,,SAGE Publishing,935
2204,https://doi.org/10.1177/056943459303700214,,Article,Tadiboyina Venkateswarlu,,1993,Regional Economics: Survey of Reading Lists in Universities in Canada and the United States,The American economist,37,2,85-90,https://openalex.org/W2318268859,,,,SAGE Publishing,935
2205,https://doi.org/10.1177/056943459704100110,,Article,Tadiboyina Venkateswarlu,,1997,Law and Economics Course Readings: A Survey of North American Universities,The American economist,41,1,89-93,https://openalex.org/W2334817574,,,,SAGE Publishing,935
2206,https://doi.org/10.1177/056943459904300111,,Article,Tadiboyina Venkateswarlu,,1999,Regulatory Economics: Survey of Reading Materials in Universities in Canada and the United States of America,The American economist,43,1,91-97,https://openalex.org/W2318938199,,,,SAGE Publishing,935
2191,https://doi.org/10.1177/056943450204600110,,Article,Tadiboyina Venkateswarlu,,2002,Economic Development: Survey of Course Outlines in North American Universities,The American economist,46,1,71-77,https://openalex.org/W61060788,,,,SAGE Publishing,935
222,https://doi.org/10.1016/j.athoracsur.2020.05.104,,Article,Peter Cram; Rohan M. Sanjanwala; MÍ-Linh LÍ; Michael H. Yamashita; Rakesh C. Arora,,2021,Postoperative Atrial Fibrillation After Cardiac Surgery: A Systematic Review and Meta-Analysis,The Annals of Thoracic Surgery,111,2,544-554,https://openalex.org/W3043031904,,,,Elsevier BV,1194
568,https://doi.org/10.1088/0004-637X/704/2/L80,,Article,Kelly D. Denney; Bradley M. Peterson; Richard W. Pogge; A. Adair; David W. Atlee; K. Au-Yong; Misty C. Bentz; Jonathan C. Bird; D. J. Brokofsky; E. Chisholm; M. L. Comins; M. Dietrich; V. T. Doroshenko; Jason D. Eastman; Y. Efimov; S. Ewald; S. Ferbey; C. M. Gaskell; C. H. Hedrick; K. Jackson; S. A. Klimanov; E. S. Klimek; A. K. Kruse; A. LadÈroute; J. B. Lamb; Karen M. Leighly; Takeo Minezaki; S. V. Nazarov; Christopher A. Onken; Eric A. Petersen; P. Peterson; Shawn Poindexter; Yu Sakata; Katharine J. Schlesinger; S. G. Sergeev; N. Skolski; L. Stieglitz; John J. Tobin; Cayman T. Unterborn; Marianne Vestergaard; Aaron E. Watkins; Linda C. Watson; Yuzuru Yoshii,,2009,DIVERSE KINEMATIC SIGNATURES FROM REVERBERATION MAPPING OF THE BROAD-LINE REGION IN AGNs,The Astrophysical Journal,,,,https://openalex.org/W1861812582,,,,IOP Publishing,1472
569,https://doi.org/10.1088/0004-637X/721/1/715,,Article,Kelly D. Denney; Bradley M. Peterson; Richard W. Pogge; A. Adair; David W. Atlee; K. Au-Yong; Misty C. Bentz; Jonathan C. Bird; D. J. Brokofsky; E. Chisholm; M. L. Comins; M. Dietrich; V. T. Doroshenko; Jason D. Eastman; Yu. S. Efimov; S. Ewald; S. Ferbey; C. M. Gaskell; C. H. Hedrick; Kelly M. Jackson; S. A. Klimanov; E. S. Klimek; A. K. Kruse; A. LadÈroute; J. B. Lamb; Karen M. Leighly; Takeo Minezaki; S. V. Nazarov; Christopher A. Onken; Eric A. Petersen; P. Peterson; Shawn Poindexter; Yu Sakata; Katharine J. Schlesinger; S. G. Sergeev; N. Skolski; L. Stieglitz; John J. Tobin; Cayman T. Unterborn; Marianne Vestergaard; A. E. Watkins; Lorna Watson; Yuzuru Yoshii,,2010,REVERBERATION MAPPING MEASUREMENTS OF BLACK HOLE MASSES IN SIX LOCAL SEYFERT GALAXIES,The Astrophysical Journal,,,,https://openalex.org/W2144785544,,,,IOP Publishing,1472
1142,https://doi.org/10.1642/AUK-13-237.1,,Article,Ildiko Szabo; Grant Hurley; Stephanie Cavaghan; Darren E. Irwin,,2014,"A call for the preservation of images, recordings, and other data in association with avian genetic samples, and the introduction of a solution: OMBIRDS",The Auk,131,3,321-326,https://openalex.org/W2146493095,,,,American Ornithological Society,477
661,https://doi.org/10.1108/bl.2001.17014aab.012,,Article,Tim W. Klassen,,2001,Measuring serials usage using faculty cited journals data,The Bottom Line: Managing Library Finances,,,,https://openalex.org/W2042014762,,,,Emerald Publishing Limited,1492
1758,https://doi.org/10.5206/cjsotl-rcacea.2017.1.6,,Article,Sarah Symons; Andrew Colgoni; Chad T. Harvey,,2017,Student Perceptions of Staged Transfer to Independent Research Skills During a Four-year Honours Science Undergraduate Program,The Canadian journal for the scholarship of teaching and learning,,,,https://openalex.org/W2597115901,,,,University of Western Ontario Libraries,743
1057,https://doi.org/10.1353/ils.2011.0012,,Article,Christine Dufour,,2011,Information Professionals and Web Information Systems: A Pan-Canadian Survey/Professionnels de l'information et systËmes d'information web : une enquÍte pancanadienne,The Canadian journal of information and library science,35,2,147-186,https://openalex.org/W2041035831,,,,Canadian Association for Information Science,2033
1058,https://doi.org/10.1353/ils.2012.0010,,Article,Dave Hudson,,2012,"Unpacking ""Information Inequality"": Toward a Critical Discourse of Global Justice in Library and Information Science / Pour exposer la question de ´ l'inÈgalitÈ de l'information ª : Vers un discours critique de la justice mondiale en sciences de l'information et bibliothÈconomie",The Canadian journal of information and library science,36,3,69-87,https://openalex.org/W2039807100,,,,Canadian Association for Information Science,1118
2224,https://doi.org/10.1353/ils.2013.0003,,Article,Yvon Lemay; Anne Klein,,2013,Un regard archivistique sur les ouvrages de W. G. Sebald/An Archival Studies Perspective on the Works of W. G. Sebald,The Canadian journal of information and library science,37,1,40-58,https://openalex.org/W2064683922,,,,Canadian Association for Information Science,2037
1061,https://doi.org/10.1353/ils.2014.0015,,Article,Kristin Hoffmann; Selinda Adelle Berg,,2014,ìYou Canít Learn It in Schoolî: Field Experiences and Their Contributions to Education and Professional Identity / ´«a ne síapprend pas ‡ líÈcole ª : Les expÈriences de terrain et leur contribution ‡ la formation de líidentitÈ Èducationnelle et professionnelle,The Canadian journal of information and library science,38,3,220-238,https://openalex.org/W225640517,,,,Canadian Association for Information Science,983
887,https://doi.org/10.1177/0706743720980080,,Article,Robert J. Williams; Carrie A. Leonard; Yale D. Belanger; Darren R. Christensen; Nady el-Guebaly; David C. Hodgins; Daniel S. McGrath; Fiona Nicoll; Rhys M. G. Stevens,,2021,Gambling and Problem Gambling in Canada in 2018: Prevalence and Changes Since 2002,The Canadian Journal of Psychiatry,66,5,485-494,https://openalex.org/W3114466324,,,,SAGE Publishing,1211
1761,https://doi.org/10.5260/chara.12.2.41,,Article,Rajiv Nariani,,2010,WizFolio,The Charleston Advisor,,,,https://openalex.org/W4245972675,,,,,1069
41,https://doi.org/10.1002/14651858.CD013040.pub2,,Article,Narelle S Cox; Simone Dal Corso; Henrik Hansen; Christine F McDonald; Catherine J. Hill; Paolo Zanaboni; Jennifer A. Alison; Paul O'Halloran; Heather MacDonald; Anne E Holland,,2021,Telerehabilitation for chronic respiratory disease,The Cochrane library,27,,79-80,https://openalex.org/W4210531836,,,,Elsevier,849
37,https://doi.org/10.1002/14651858.cd012485,,Article,Gilgamesh Eamer; Amir Taheri; Sidian S Chen; Quinn Daviduck; Thane Chambers; Xinzhe Shi; Rachel G. Khadaroo,,2017,Comprehensive geriatric assessment for improving outcomes in elderly patients admitted to a surgical service,The Cochrane library,,,,https://openalex.org/W2780374533,,,,Elsevier,1485
39,https://doi.org/10.1002/14651858.CD012629.pub2,,Article,Scott W. Kirkland; Elfriede Cross; Sandra Campbell; Cristina Villa-Roel; Brian H. Rowe,,2017,Intramuscular versus oral corticosteroids to reduce relapses following discharge from the emergency department for acute asthma,The Cochrane library,,,,https://openalex.org/W2604658170,,,,Elsevier,1444
2257,https://doi.org/10.20361/g2tw2t,,Article,Lori Walter,,2014,Noni is Nervous by H. Hartt-Sussman (2nd review),The Deakin review of children's literature,4,2,,https://openalex.org/W617362632,,,,University of Alberta - The Deakin Review of Childrens Literature,1819
1277,https://doi.org/10.20361/G21G7F,,Article,Maria Tan; Sandy Campbell,,2014,Selecting Fiction Books for a Children's Health Collection by M. Tan & S. Campbell,The Deakin review of children's literature,,,,https://openalex.org/W2226889440,,,,University of Alberta - The Deakin Review of Childrens Literature,1444
1310,https://doi.org/10.20361/G2D59H,,Article,Trish Chatterley,,2011,The Circle Cast: The Lost Years of Morgan Le Fay by A. Epstein,The Deakin review of children's literature,,,,https://openalex.org/W2266177474,,,,University of Alberta - The Deakin Review of Childrens Literature,1484
1378,https://doi.org/10.20361/G2XG8W,,Article,Denis Lacroix,,2017,Building the Spanish Juvenile Fiction Collection at the University of Albertaís HT Coutts Education Library,The Deakin review of children's literature,,,,https://openalex.org/W2583089671,,,,University of Alberta - The Deakin Review of Childrens Literature,1458
665,https://doi.org/10.1108/EL-05-2012-0051,,Article,Candice Dahl,,2013,PDA and the humanities,The Electronic Library,31,6,,https://openalex.org/W1996784269,,,,Emerald Publishing Limited,1348
1672,https://doi.org/10.33137/ijournal.v6i2.36453,,Article,Benjamin Dueck,,2021,"Enter the Matrix: What the new brain-computer interfaces teach us about agency, privacy, and human subjectivity",The iJournal,6,2,,https://openalex.org/W3164439982,,,,University of Toronto Libraries - UOTL,1154
1668,https://doi.org/10.33137/ijidi.v2i3.32190,,Article,Sharon Farnel; Denise Koufogiannakis; Sheila Laroque; Ian Bigelow; Anne Carr-Wiggin; Debbie Feisst; Kayla Lar-Son,,2018,Rethinking Representation: Indigenous Peoples and Contexts at the University of Alberta Libraries,"The International journal of information, diversity, & inclusion",2,3,,https://openalex.org/W2889769892,,,,University of Toronto Libraries - UOTL,1359
1671,https://doi.org/10.33137/ijidi.v5i3.36193,,Article,Yanli Li,,2021,Sources of COVID-19 Information Seeking and their Associations with Self-Perceived Mental Health among Canadians,"The International journal of information, diversity, & inclusion",5,3,,https://openalex.org/W3200783860,,,,University of Toronto Libraries - UOTL,899
1666,https://doi.org/10.33137/ijidi.v2i1/2.32218,,Article,Sharon Farnel; Denise Koufogiannakis; Ian Bigelow; Anne Carr-Wiggin; Debbie Feisst; Kayla Lar-Son; Sheila Laroque,,2018,Unsettling our practices: Decolonizing description at the University of Alberta Libraries,"The International journal of information, diversity, & inclusion",,,,https://openalex.org/W4252868664,,,,University of Toronto Libraries - UOTL,1488
1667,https://doi.org/10.33137/ijidi.v2i1/2.32218,,Article,Sharon Farnel; Denise Koufogiannakis; Ian Bigelow; Anne Carr-Wiggin; Debbie Feisst; Kayla Lar-Son; Sheila Laroque,,2018,Unsettling our practices: Decolonizing description at the University of Alberta Libraries,"The International journal of information, diversity, & inclusion",,,,https://openalex.org/W4252868664,,,,University of Toronto Libraries - UOTL,1499
1669,https://doi.org/10.33137/ijidi.v2i3.32190,,Article,Sharon Farnel; Denise Koufogiannakis; Sheila Laroque; Ian Bigelow; Anne Carr-Wiggin; Debbie Feisst; Kayla Lar-Son,,2018,Rethinking Representation: Indigenous Peoples and Contexts at the University of Alberta Libraries,"The International journal of information, diversity, & inclusion",,,,https://openalex.org/W2889769892,,,,University of Toronto Libraries - UOTL,"1488, 1499"
2255,https://doi.org/10.18848/2154-8633/cgp/v01i02/51140,,Article,Karim Tharani,,2011,From Abstraction to Action: Safeguarding Oral Traditions Using Digital Libraries,The international journal of religion and spirituality in society,1,2,33-46,https://openalex.org/W1585260634,,,,Common Ground Research Networks,1371
165,https://doi.org/10.1016/j.acalib.2006.07.001,,Article,Juris Dilevko; Brian McMillan; Stacy Allison-Cassin; Jane Aspinall; Clare Mauro,,2006,Investigating the Value of Scholarly Book Reviews for the Work of Academic Reference Librarians,The Journal of Academic Librarianship,32,5,452-466,https://openalex.org/W2005905012,,,,Elsevier BV,1035
